description,artist,album,format,extra
"Gräfenstein ""Death Born"" Black Vinyl LP | Vinyl",Gräfenstein,Death Born,Vinyl,
"Ossuary ""Supreme Degradation"" LP | Vinyl",Ossuary,Supreme Degradation,Vinyl,
"Ex Inferiis ""Ngul A Crist"" Black Vinyl 7"" | Vinyl",Ex Inferiis,Ngul A Crist,Vinyl,
"S.F.H. ""Cold Death"" LP | Vinyl",S.F.H.,Cold Death,Vinyl,
"Gnaargakh ""Zhymørkh Demo I"" 10"" | Vinyl",Gnaargakh,Zhymørkh Demo I,Vinyl,
"Wulkanaz ""Paúrpura Fræovíbôkôs"" LP | Vinyl",Wulkanaz,Paúrpura Fræovíbôkôs,Vinyl,
"Malokarpatan / Necromante Split 7"" (Boob demon cover) | Vinyl",Malokarpatan / Necromante,Split,Vinyl,
"Deeds of Flesh ""Trading Pieces"" LP | Vinyl",Deeds Of Flesh,Trading Pieces,Vinyl,
Regere Sinister / Reptile Womb Split LP | Vinyl,Regere Sinister / Reptile Womb,Split,Vinyl,
"Ildjarn-Nidhogg ""Hardangervidda Part I"" LP (The Devil's Elixirs Press) | Vinyl",Ildjarn-Nidhogg,Hardangervidda Part I,Vinyl,
"Kawir ""Kydoimos"" LP | Vinyl",Kawir,Kydoimos,Vinyl,
"Clotted Symmetric Sexual Organ / Vivisection Green Vinyl Split 7"" | Vinyl",Clotted Symmetric Sexual Organ / Vivisection,Split,Vinyl,
"The Mezmerist “The Innocent, the Forsaken, the Guilty” Blue Vinyl Test Press LP | Vinyl",The Mezmerist,"The Innocent, the Forsaken, the Guilty",Vinyl,
"Mutilate ""Contagium"" LP | Vinyl",Mutilate,Contagium,Vinyl,
"Osculum Infame ""Manifesto from the Dark Age"" Double LP (Demos Collection) | Vinyl",Osculum Infame,Manifesto from the Dark Age,Vinyl,
"Radioactive Vomit ""Ratsflesh"" 7"" | Vinyl",Radioactive Vomit,Ratsflesh,Vinyl,
"Desultory ""Through Aching Aeons"" LP | Vinyl",Desultory,Through Aching Aeons,Vinyl,
"Opium Grave ""Black Sun Hexes - Two"" Double LP | Vinyl",Opium Grave,Black Sun Hexes - Two,Vinyl,
"Amon Acid ""Cosmogony"" Double LP | Vinyl",Amon Acid,Cosmogony,Vinyl,
"Funeral Nation ""30 Years in the Sign of the Baphomet"" Double LP | Vinyl",Funeral Nation,30 Years in the Sign of the Baphomet,Vinyl,
"Skinless ""Savagery"" LP | Vinyl",Skinless,Savagery,Vinyl,
Macabro Genocidio / Morbosatan Split LP | Vinyl,Macabro Genocidio / Morbosatan,Split,Vinyl,
"Dead Will Walk ""Unleash the Dead"" 7"" | Vinyl",Dead Will Walk,Unleash the Dead,Vinyl,
"Black Cilice ""Curses and Oaths"" 3LP Boxset | Vinyl",Black Cilice,Curses and Oaths,Vinyl,
"Alkaloid ""Invisible world"" LP (Female fronted Japanese HM '86) | Vinyl",Alkaloid,Invisible world,Vinyl,
"Anthropophagous ""Abuse of a Corpse"" LP | Vinyl",Anthropophagous,Abuse of a Corpse,Vinyl,
"Phlegein ""Labyrinth of Wonder"" LP | Vinyl",Phlegein,Labyrinth of Wonder,Vinyl,
"Funeral In Heaven / Plecto Aliquem Capite ""Astral Mantras Of Dyslexia"" Split LP | Vinyl",Funeral In Heaven / Plecto Aliquem Capite,Astral Mantras Of Dyslexia,Vinyl,
"Conjüratör ""Erosplattered"" Black Vinyl 10"" | Vinyl",Conjüratör,Erosplattered,Vinyl,
"Drakonhail ""L'autre Lieu"" LP | Vinyl",Drakonhail,L'autre Lieu,Vinyl,
V/A Four Winds of Revelation LP (GoatowaRex) | Vinyl,V/A,Four Winds of Revelation,Vinyl,
"Zatyr ""Ornament of Proposition"" LP | Vinyl",Zatyr,Ornament of Proposition,Vinyl,
"Fleurety ""The White Death"" LP | Vinyl",Fleurety,The White Death,Vinyl,
"Throneum ""Organic Death Temple MMXVI"" LP | Vinyl",Throneum,Organic Death Temple MMXVI,Vinyl,
"Squash Bowels ""Tnyribal"" LP | Vinyl",Squash Bowels,Tnyribal,Vinyl,
"Cult of Erinyes ""Metempsychosis"" LP | Vinyl",Cult of Erinyes,Metempsychosis,Vinyl,
"Church Bizzare ""Enigma of Hades"" 7"" | Vinyl",Church Bizzare,Enigma of Hades,Vinyl,
"Moonlight Sorcery ""Piercing Through the Frozen Eternity"" LP | Vinyl",Moonlight Sorcery,Piercing Through the Frozen Eternity,Vinyl,
"Saiva ""Markerna Bortom"" LP | Vinyl",Saiva,Markerna Bortom,Vinyl,
"Contumacy ""Reverence of Putrefaction"" Double LP + Booklet | Vinyl",Contumacy,Reverence of Putrefaction,Vinyl,
"Temisto ""Temisto"" LP | Vinyl",Temisto,Temisto,Vinyl,
"Ventilator ""Total Verhaltens Gestört"" LP | Vinyl",Ventilator,Total Verhaltens Gestört,Vinyl,
"Iron Maiden ""The Book of Souls"" Black Vinyl 3xLP | Vinyl",Iron Maiden,The Book of Souls,Vinyl,
"Aima ""Tragos"" Gold Vinyl Test Press LP | Vinyl",Aima,Tragos,Vinyl,
"Akrotheism / Septuagint ""Sphinx: The Great Enigma Of Times"" LP (Limited to 100) | Vinyl",Akrotheism / Septuagint,Sphinx: The Great Enigma Of Times,Vinyl,
"Darkestrah ""Nomad"" LP | Vinyl",Darkestrah,Nomad,Vinyl,
"Uttertomb ""Nebulas Of Self​-​Desecration"" LP | Vinyl",Uttertomb,Nebulas Of Self​-​Desecration,Vinyl,
"ABSU ""The Third Storm Of Cythraul - 2013 Alternate Stereo Mix"" LP | Vinyl",Absu,The Third Storm Of Cythraul - 2013 Alternate Stereo Mix,Vinyl,
"Assembly at Dusk ""Assembly at Dusk"" LP | Vinyl",Assembly at Dusk,Assembly at Dusk,Vinyl,
Turia / Vilkacis Split LP | Vinyl,Turia / Vilkacis,Split,Vinyl,
"NunSlaughter / Bloodsick Split Picture 7"" | Vinyl",NunSlaughter / Bloodsick,Split,Vinyl,
Gosudar / Malignant Altar Split LP | Vinyl,Gosudar / Malignant Altar,Split,Vinyl,
"[SOLD OUT] TORCHLIGHT ""Haunting Dreams for the Dying King"" Cassette Tape",Torchlight,Haunting Dreams for the Dying King,Cassette,
"[SOLD OUT] NÄCHTLICH ""Nachtlich"" CD [Digipak]",NÄCHTLICH,Nachtlich,CD,[Digipak]
"[SOLD OUT] LEGENDRY ""Mists of Time / Dungeon Crawler"" 2xCD (w/ slipcase)",LEGENDRY,Mists of Time / Dungeon Crawler,CD,(w/ slipcase)
"[SOLD OUT] WINDIR ""Soknardarl"" CD",Windir,Soknardarl,CD,
"[SOLD OUT] MALFET ""The Snaking Path"" CD [DVD Case]",Malfet,The Snaking Path,CD,[DVD Case]
"[SOLD OUT] NANSARUNAI ""Ultimul Rege"" CD [Digipak]",Nansarunai,Ultimul Rege,CD,[Digipak]
"[SOLD OUT] SUMMONING ""Let Mortal Heroes Sing Your Fame"" CD",SUMMONING,Let Mortal Heroes Sing Your Fame,CD,
"[SOLD OUT] V/A ""Grime Stone Records Dungeon Synth Compilation"" 4xCD (Lim. 50)",V/A,Grime Stone Records Dungeon Synth Compilation,CD,(Lim. 50)
"[SOLD OUT] ELFFOR ""Gloomy Roots of Doom"" 2xCD",Elffor,Gloomy Roots of Doom,CD,
"[SOLD OUT] TREASURE SEEKER ""Quest for the Secrets Beyond Time"" CD (Lim. 100) [Digipak]",TREASURE SEEKER,Quest for the Secrets Beyond Time,CD,(Lim. 100) [Digipak]
"[SOLD OUT] PAYSAGE D'HIVER ""Winterkälte"" CD Digibook",PAYSAGE D'HIVER,Winterkälte,CD,
"[SOLD OUT] WHOREDOM RIFE ""Winds Of Wrath"" CD (digipak)",Whoredom Rife,Winds Of Wrath,CD,(digipak)
"[SOLD OUT] MORKETSVIND ""Wandering To Nether World"" CD",Morketsvind,Wandering To Nether World,CD,
"[SOLD OUT] MÚSPELLZHEIMR ""Hyldest Til Trolddommens Flamme/Demo Compilation"" 2xCD",MÚSPELLZHEIMR,Hyldest Til Trolddommens Flamme/Demo Compilation,CD,
"[SOLD OUT] WULKANAZ ""Kwetwan Jah Dreuzaz"" CD",Wulkanaz,Kwetwan Jah Dreuzaz,CD,
"[SOLD OUT] SPIDER GOD / ALTERED HERESY ""Split"" CD (digipak)",SPIDER GOD / ALTERED HERESY,Split,CD,(digipak)
"[SOLD OUT] NINKHARSAG ""The Dread March of Solemn Gods"" CD",NINKHARSAG,The Dread March of Solemn Gods,CD,
"[SOLD OUT] WEEPING COFFIN ""F.B.I"" CD",WEEPING COFFIN,F.B.I,CD,
"[SOLD OUT] HAXAN DREAMS ""Path Through the Realm"" CD [Digipak]",HAXAN DREAMS,Path Through the Realm,CD,[Digipak]
"[SOLD OUT] CALADAN BROOD ""Echoes of Battle"" CD",Caladan Brood,Echoes Of Battle,CD,
"[SOLD OUT] PÉNOMBRE ""Grande Flamme"" CD (Lim. 50)",PÉNOMBRE,Grande Flamme,CD,(Lim. 50)
"[SOLD OUT] WIZARDKEEP ""The Archmage's Descent into Madness"" CD",WIZARDKEEP,The Archmage's Descent into Madness,CD,
"[SOLD OUT] ROYAUME DES BRUMES ""Demo Collection"" double CD (2xCD DVD case)",ROYAUME DES BRUMES,Demo Collection,CD,(2xCD DVD case)
"ELFFOR ""Son of the Shades"" CD",Elffor,Son of the Shades,CD,
"[SOLD OUT] EVILFEAST ""Funeral Sorcery"" CD",Evilfeast,Funeral Sorcery,CD,
"[SOLD OUT] LUSTRE ""Night Spirit"" CD",Lustre,Night Spirit,CD,
"[SOLD OUT] GRIZELDA ""A War Drenched in Fantasy"" CD",Grizelda,A War Drenched In Fantasy,CD,
"[SOLD OUT] EVIGHETENS ""Sørdlyset Tempel"" CD (w/ bonus tracks)",EVIGHETENS,Sørdlyset Tempel,CD,(w/ bonus tracks)
"[SOLD OUT] SPECTRAL VOICE ""Eroded Corridors of Unbeing"" CD",Spectral Voice,Eroded Corridors Of Unbeing,CD,
"[SOLD OUT] KOSMORIK ""Voyage of Discovery"" CD [Digipak] (GRIMRIK)",KOSMORIK,Voyage of Discovery,CD,[Digipak] (GRIMRIK)
"NEIGE ET NOIRCEUR ""Les Brumes Éternelles"" CD (digipak)",Neige et Noirceur,Les Brumes Éternelles,CD,(digipak)
"[SOLD OUT] FROSTVEIL ""Ephemeral Visions"" CD",FROSTVEIL,Ephemeral Visions,CD,
"[SOLD OUT] SINIRA / ARCTOS ""Dawnless Twilight / A Spire Silent"" CD [Digipak]",SINIRA / ARCTOS,Dawnless Twilight / A Spire Silent,CD,[Digipak]
"[SOLD OUT] ETERNAL CHAMPION ""The Armor of Ire"" CD",ETERNAL CHAMPION,The Armor of Ire,CD,
"[SOLD OUT] VRÖRSAATH ""Moonlight's Wrath"" CD [Digipak]",VRÖRSAATH,Moonlight's Wrath,CD,[Digipak]
"[SOLD OUT] DRAPED IN SHADOWS ""...And in the Autumn Night 2"" CD (Lim. 100)",DRAPED IN SHADOWS,...And in the Autumn Night 2,CD,(Lim. 100)
"[SOLD OUT] UNLEASHED ""Where No Life Dwells"" CD (w/ bonus tracks)",Unleashed,Where No Life Dwells,CD,(w/ bonus tracks)
"[SOLD OUT] MEGAFOLIVORA ""Tribute To The Prehistoric Ground Sloths"" CD (lim. 100)",MEGAFOLIVORA,Tribute To The Prehistoric Ground Sloths,CD,(lim. 100)
"[SOLD OUT] DARKTHRONE ""Under a Funeral Moon"" CD",Darkthrone,Under a Funeral Moon,CD,
"[SOLD OUT] PROFANE ORDER ""Slave Morality"" CD",Profane Order,Slave Morality,CD,
"[SOLD OUT] LAMP OF MURMUUR / DAI-CHI ""Split"" CD (digipak)",LAMP OF MURMUUR / DAI-CHI,Split,CD,(digipak)
"[SOLD OUT] IASOS ""Inter-Dimensional Music"" CD (digipak)",IASOS,Inter-Dimensional Music,CD,(digipak)
"[SOLD OUT] FALLS OF RAUROS ""Hail Wind and Hewn Oak"" CD",FALLS OF RAUROS,Hail Wind and Hewn Oak,CD,
"[SOLD OUT] SPIDER GOD ""Shadowless Light (Skugglösa ljuset)"" CD",Spider God,Shadowless Light (Skugglösa ljuset),CD,
"[SOLD OUT] GRINNING GOD ""Sardónios [extended]"" CD [digipak]",Grinning God,Sardónios,CD,[digipak]
"[SOLD OUT] ETERNAL FEAR ""Ancient Woods / Pagan Souls..."" CD [Digipak]",ETERNAL FEAR,Ancient Woods / Pagan Souls...,CD,[Digipak]
"[SOLD OUT] PENTAGRAM ""Show 'Em How"" CD [hardcover digibook, lim.999]",Pentagram,Show 'em How,CD,"[hardcover digibook, lim.999]"
"[SOLD OUT] SARGEIST ""Let the Devil In"" CD [A5 size digipak] (lim.300)",Sargeist,Let the Devil In,CD,[A5 size digipak] (lim.300)
"[SOLD OUT] IMMORTAL ""Diabolical Fullmoon Mysticism"" CD",Immortal,Diabolical Fullmoon Mysticism,CD,
"[SOLD OUT] FROSTVEIL ""Antediluvian Majesty"" CD (lim.300)",FROSTVEIL,Antediluvian Majesty,CD,(lim.300)
"[SOLD OUT] CELESTIAL SWORD ""Dawn of the Crimson Moon"" CD (A5 digipak)",Celestial Sword,Dawn of the Crimson Moon,CD,(A5 digipak)
"[SOLD OUT] BOLT THROWER ""Honour - Valor - Pride"" CD",Bolt Thrower,Honour - Valor - Pride,CD,
"[SOLD OUT] NAHTSKELDUZ ""Helm of Darkness"" CD",NAHTSKELDUZ,Helm of Darkness,CD,
"[SOLD OUT] SUMERLANDS ""Sumerlands"" CD [Eternal Champion, Hour of 13]",SUMERLANDS,Sumerlands,CD,"[Eternal Champion, Hour of 13]"
"ELDAMAR ""Lost Songs from the Ancient Land"" CD (digipak)",Eldamar,Lost Songs from the Ancient Land,CD,(digipak)
"[SOLD OUT] PAYSAGE D'HIVER ""Einsamkeit"" CD Digibook",PAYSAGE D'HIVER,Einsamkeit,CD,
"[SOLD OUT] REMETE ""The Ancient Silence / Forgotten Aura"" CD (digipak, lim.500)",REMETE,The Ancient Silence / Forgotten Aura,CD,"(digipak, lim.500)"
"[SOLD OUT] IAGON ""Tome of the Crystal Wizard"" CD",IAGON,Tome of the Crystal Wizard,CD,
"[SOLD OUT] SOMBRE ARCANE ""Sombre Arcane"" CD [Digipak]",SOMBRE ARCANE,Sombre Arcane,CD,[Digipak]
"[SOLD OUT] RAEVJAGER ""Raevult!"" CD",RAEVJAGER,Raevult!,CD,
"[SOLD OUT] MOLOCH ""Abstrakter Wald"" CD",Moloch,Abstrakter Wald,CD,
"[SOLD OUT] OLD NICK ""Crisp Winter Dawn of My Night Moon"" CD (lim.200)",Old Nick,Crisp Winter Dawn of My Night Moon,CD,(lim.200)
"[SOLD OUT] ASTAROT ""Echoes of Mystical Forest"" CD",ASTAROT,Echoes of Mystical Forest,CD,
"[SOLD OUT] SKUGGEHEIM ""Samlede Verker"" 3xCD [triple CD digipak]",Skuggeheim,Samlede Verker,CD,[triple CD digipak]
"[SOLD OUT] DIMMU BORGIR ""For All Tid"" CD (w/ bonus tracks)",DIMMU BORGIR,For All Tid,CD,(w/ bonus tracks)
"[SOLD OUT] MESARTHIM ""Arrival"" CD (digipak)",Mesarthim,Arrival,CD,(digipak)
"FOGWEAVER ""Spellwind / Fogweaver"" 2xCD [Digipak]",Fogweaver,Spellwind / Fogweaver,CD,[Digipak]
"[SOLD OUT] IFERNACH ""The Green Enchanted Forest of the Druid Wizard"" CD",Ifernach,The Green Enchanted Forest Of The Druid Wizard,CD,
"ERDENKRAFT ""Seelen des Waldes"" CD (digipak, lim.100)",ERDENKRAFT,Seelen des Waldes,CD,"(digipak, lim.100)"
"[SOLD OUT] FUGITIVE WIZARD ""Extorris Magus"" 2xCD [DVD case]",FUGITIVE WIZARD,Extorris Magus,CD,[DVD case]
"[SOLD OUT] BLUE HUMMINGBIRD ON THE LEFT ""Atl Tlachinolli"" CD",BLUE HUMMINGBIRD ON THE LEFT,Atl Tlachinolli,CD,
"[SOLD OUT] SAOR ""Forgotten Paths"" CD [Digipak]",Saor,Forgotten Paths,CD,[Digipak]
"[SOLD OUT] MORTIIS ""Født Til Å Herske"" CD (digipak)",Mortiis,Født Til Å Herske,CD,(digipak)
"[SOLD OUT] LAMENT IN WINTERS NIGHT ""At The Gates Of The Eternal Storm"" CD",LAMENT IN WINTERS NIGHT,At The Gates Of The Eternal Storm,CD,
"[SOLD OUT] SEVEROTH ""When The Night Falls"" CD (digipak, lim.300)",SEVEROTH,When The Night Falls,CD,"(digipak, lim.300)"
"[SOLD OUT] HELLOWEEN ""Keeper of the Seven Keys, Part II"" double CD (2xCD jewel case)",HELLOWEEN,"Keeper of the Seven Keys, Part II",CD,(2xCD jewel case)
"[SOLD OUT] ELFFOR ""Unholy Throne of Doom"" CD",Elffor,Unholy Throne Of Doom,CD,
"[SOLD OUT] NATURA CARCEREM ""C",Natura Carcerem,C,Cassette,
"[SOLD OUT] DEPRESSIVE SILENCE ""I"" Vinyl LP (grey/black swirl, lim.199)",Depressive Silence,I,Vinyl,"(grey/black swirl, lim.199)"
"[SOLD OUT] NOCTURNAL EFFIGY ""Unveiled Dark Majesty"" vinyl LP (w/ 2 inserts, bonus track)",Nocturnal Effigy,Unveiled Dark Majesty,Vinyl,"(w/ 2 inserts, bonus track)"
"[SOLD OUT] BURIAL MOON ""Burial Moon"" Vinyl LP (lim.100)",Burial Moon,Burial Moon,Vinyl,(lim.100)
"[SOLD OUT] DEPARTURE CHANDELIER ""The Black Crest Of Death, The Gold Wreath Of War"" vinyl LP (w/insert + poster)",Departure Chandelier,"The Black Crest of Death, the Gold Wreath of War",Vinyl,(w/insert + poster)
"SCEPTRE OF THE FADING DAWN ""Recollections..."" Vinyl LP (lim.300 w/insert)",Sceptre Of The Fading Dawn,Recollections...,Vinyl,(lim.300 w/insert)
"[SOLD OUT] REVENANT MARQUIS ""All the Pleasures of Heaven"" Vinyl LP (lim.220 w/insert)",Revenant Marquis,All the Pleasures of Heaven,Vinyl,(lim.220 w/insert)
"EVILFEAST ""Isenheimen"" vinyl LP (w/ insert)",Evilfeast,Isenheimen,Vinyl,(w/ insert)
"VOËMMR ""Negras Sessões No Abismo Sul"" Vinyl LP (lim.100)",VOËMMR,Negras Sessões No Abismo Sul,Vinyl,(lim.100)
"[SOLD OUT] WARPED SKULL ""A Feverish Recollection of Battle"" vinyl LP (foil embossed jacket + obi)",Warped Skull,A Feverish Recollection of Battle,Vinyl,(foil embossed jacket + obi)
"THREE LITTLE CAVIES ""Collected Works"" vinyl LP (2 color options, 180g)",THREE LITTLE CAVIES,Collected Works,Vinyl,"(2 color options, 180g)"
"CONIFEROUS MYST ""Lost Mountain Pathways"" 2xLP (double LP black vinyl, lim.100, w/poster)",Coniferous Myst,Lost Mountain Pathways,Vinyl,"(double LP black vinyl, lim.100, w/poster)"
"[SOLD OUT] PHANTOM SPIRE ""Murderous Ruminations In Black Tile Chambers"" vinyl LP (lim.100)",PHANTOM SPIRE,Murderous Ruminations In Black Tile Chambers,Vinyl,(lim.100)
"[SOLD OUT] VAMPIRIC COFFIN ""Vampiric Coffin"" vinyl LP (color)",Vampiric Coffin,Vampiric Coffin,Vinyl,(color)
"ULK ""This Divine Shelter"" Vinyl LP (lim.200)",ULK,This Divine Shelter,Vinyl,(lim.200)
"TRHÄ / ACHEULEAN FORESTS ""Die Macht Der Feenfamme"" vinyl LP",TRHÄ / ACHEULEAN FORESTS,Die Macht Der Feenfamme,Vinyl,
"SEQUESTERED KEEP ""The Vale of Ruined Towers"" vinyl LP (lim.250 color w/insert)",Sequestered Keep,The Vale of Ruined Towers,Vinyl,(lim.250 color w/insert)
"[SOLD OUT] HERBSTLETHARGIE ""Melancholie im Blattfall"" vinyl 2xLP (gatefold, color, lim. 342)",HERBSTLETHARGIE,Melancholie im Blattfall,Vinyl,"(gatefold, color, lim. 342)"
"FIEF ""III"" Vinyl LP (bone/blue split, 2nd press / 300)",Fief,III,Vinyl,"(bone/blue split, 2nd press / 300)"
"[SOLD OUT] SANCTUAIRE ""Feu Sacré"" Vinyl LP (Color)",Sanctuaire,Feu Sacré,Vinyl,(Color)
"[SOLD OUT] STREET CLEANER ""Hardware/Heatwave"" vinyl LP (color, 180g, gatefold)",STREET CLEANER,Hardware/Heatwave,Vinyl,"(color, 180g, gatefold)"
"UNLEASHED ""Where No Life Dwells"" vinyl LP (clear)",Unleashed,Where No Life Dwells,Vinyl,(clear)
"[SOLD OUT] JÄÄPORTIT ""Kauan Koskematon"" Vinyl LP [color, lim.300 w/poster]",JÄÄPORTIT,Kauan Koskematon,Vinyl,"[color, lim.300 w/poster]"
"[SOLD OUT] MURGRIND ""Journey Through the Mountain"" vinyl LP (deluxe gold color edition)",Murgrind,Journey Through the Mountain,Vinyl,(deluxe gold color edition)
"PHANTOM SPIRE ""Formless Wraiths of the Black Ascension"" vinyl LP (lim.300)",PHANTOM SPIRE,Formless Wraiths of the Black Ascension,Vinyl,(lim.300)
"[SOLD OUT] CALDERUM ""Mystical Fortress of Iberian Lands"" vinyl LP",CALDERUM,Mystical Fortress of Iberian Lands,Vinyl,
"[SOLD OUT] YEZDIN ""Modra Veda"" vinyl LP (lim.200 w/ insert)",Yezdin,Modra Veda,Vinyl,(lim.200 w/ insert)
"[SOLD OUT] IXACHITLAN ""Eagle, Quetzal, And Condor"" vinyl LP",Ixachitlan,"Eagle, Quetzal, And Condor",Vinyl,
"[SOLD OUT] EMYN MUIL ""10th Anniversary Trilogy Boxset"" Deluxe 4xLP Vinyl Wood Box Set (lim.100, pendant, back patch, flag, etc)",EMYN MUIL,10th Anniversary Trilogy Boxset,Vinyl,"(lim.100, pendant, back patch, flag, etc)"
"[SOLD OUT] NUIT NOIRE ""Lunar Deflagration"" Vinyl LP",Nuit Noire,Lunar Deflagration,Vinyl,
"[SOLD OUT] DEPARTURE CHANDELIER ""Dripping Papal Blood"" vinyl LP (w/insert, etched)",Departure Chandelier,Dripping Papal Blood,Vinyl,"(w/insert, etched)"
"[SOLD OUT] SULPHURIC NIGHT ""Arcane Monoliths Of Triumphant Death"" Vinyl 2xLP",Sulphuric Night,Arcane Monoliths Of Triumphant Death,Vinyl,
"[SOLD OUT] NEPTUNE TOWERS ""Caravans To Empire Algol"" vinyl LP",Neptune Towers,Caravans to Empire Algol,Vinyl,
"[SOLD OUT] CONIFEROUS MYST ""Long Quests and Dull Blades"" vinyl LP (color, lim.250)",Coniferous Myst,Long Quests and Dull Blades,Vinyl,"(color, lim.250)"
"[SOLD OUT] TZOMPANTLI ""Tlazcaltiliztli"" vinyl LP [color]",Tzompantli,Tlazcaltiliztli,Vinyl,[color]
"[SOLD OUT] ALKILITH ""Temples"" Lathe 7"" Vinyl (lim. 50, color)",ALKILITH,Temples,Vinyl,"(lim. 50, color)"
"OUBLIETH ""À l'Ombre du Royaume en Cendres"" vinyl LP (black or color)",Oublieth,À l'Ombre du Royaume en Cendres,Vinyl,(black or color)
"[SOLD OUT] SOULLESS ""The Supreme Resurgence"" vinyl LP (color)",Soulless,The Supreme Resurgence,Vinyl,(color)
"SOLANUM ""Spheres of Time"" vinyl LP (color)",SOLANUM,Spheres of Time,Vinyl,(color)
"[SOLD OUT] QUEST MASTER ""LSODR Bonus Tracks"" vinyl 7"" EP (lim.330)",Quest Master,LSODR Bonus Tracks,Vinyl,(lim.330)
"STJÄRNFÄLT ""Lapporten"" vinyl LP (color)",STJÄRNFÄLT,Lapporten,Vinyl,(color)
"[SOLD OUT] IMMORTAL ""Battles In The North"" vinyl LP (gatefold)",Immortal,Battles in the North,Vinyl,(gatefold)
"SILENT THUNDER ""Thousand Hammers"" vinyl LP [Lamp of Murmuur]",Silent Thunder,Thousand Hammers,Vinyl,[Lamp of Murmuur]
"[SOLD OUT] ERZFEYND ""Muspilli"" vinyl LP (color, lim.418, 180g w/ booklet)",Erzfeynd,Muspilli,Vinyl,"(color, lim.418, 180g w/ booklet)"
"[SOLD OUT] MAIDEN HAIR / PORTCULLIS ""Towers Ov Albion"" vinyl LP (foil embossed jacket, 180g)",MAIDEN HAIR / PORTCULLIS,Towers Ov Albion,Vinyl,"(foil embossed jacket, 180g)"
"FORBIDDEN TOMB / UPIR ""Split"" vinyl LP (lim.100)",FORBIDDEN TOMB / UPIR,Split,Vinyl,(lim.100)
"FIEF ""I"" vinyl LP (2nd pressing, 2 color options)",Fief,I,Vinyl,"(2nd pressing, 2 color options)"
"[SOLD OUT] NEBRAN ""...Of Long Forgotten Times"" vinyl LP (gatefold, color, 180g, poster)",Nebran,...Of Long Forgotten Times,Vinyl,"(gatefold, color, 180g, poster)"
"[SOLD OUT] BATHORY ""Blood Fire Death"" vinyl LP (w/ insert)",Bathory,Blood Fire Death,Vinyl,(w/ insert)
"V/A SOMEWHERE BETWEEN: ""Mutant Pop, Electronic Minimalism & Shadow Sounds Of Japan 1980-1988"" vinyl 2xLP (clear)",V/A SOMEWHERE BETWEEN:,"Mutant Pop, Electronic Minimalism & Shadow Sounds Of Japan 1980-1988",Vinyl,(clear)
"[SOLD OUT] XASTHUR ""Ominous Fates"" Vinyl LP (Color, Gatefold, lim.200)",Xasthur,Ominous Fates,Vinyl,"(Color, Gatefold, lim.200)"
"[SOLD OUT] DEPARTURE CHANDELIER ""Antichrist Rise to Power"" vinyl LP (Gatefold)",Departure Chandelier,Antichrist Rise To Power,Vinyl,(Gatefold)
"[SOLD OUT] MUTIILATION ""Black Millenium - Grimly Reborn"" vinyl LP (color, gatefold)",Mutiilation,Black Millenium - Grimly Reborn,Vinyl,"(color, gatefold)"
"[SOLD OUT] FIENDISH IMP ""Fiendish Imp / All Hallows Eve"" Vinyl LP",FIENDISH IMP,Fiendish Imp / All Hallows Eve,Vinyl,
"[SOLD OUT] ARCTURUS ""Constellation / My Angel"" (lim.200, w/insert+poster)",Arcturus,Constellation / My Angel,Vinyl,
"[SOLD OUT] ALTAI-SAYAN ""Sängke-Tūrem Najt Mut-Moräh"" Vinyl 2xLP (gatefold)",ALTAI-SAYAN,Sängke-Tūrem Najt Mut-Moräh,Vinyl,(gatefold)
"L4ZR GR1D ""Client Pleasures"" 7"" vinyl EP (gatefold)",L4ZR GR1D,Client Pleasures,Vinyl,(gatefold)
"[SOLD OUT] HARITSUKE ""Seppuku..."" はりつけ - 天皇の名で切腹 vinyl LP (180g)",HARITSUKE,Seppuku...,Vinyl,(180g)
"[SOLD OUT] ATILLA CSIHAR ""Void Ov Voices : Baalbek"" vinyl LP (gatefold w/booklet) [Mayhem]",ATILLA CSIHAR,Void Ov Voices : Baalbek,Vinyl,(gatefold w/booklet) [Mayhem]
"[SOLD OUT] XASTHUR / CASKET OF DREAMS ""The Hallucination Tunnels"" Vinyl LP",XASTHUR / CASKET OF DREAMS,The Hallucination Tunnels,Vinyl,
"[SOLD OUT] BATHORY ""Nordland I"" vinyl 2xLP (180g, gatefold)",Bathory,Nordland I,Vinyl,"(180g, gatefold)"
"[SOLD OUT] ANCIENT MASTERY ""Chapter One: Across The Mountains Of The Drämmarskol"" Vinyl LP",ANCIENT MASTERY,Chapter One: Across The Mountains Of The Drämmarskol,Vinyl,
"[SOLD OUT] SOY FAN DEL DARK ""SFdD"" Vinyl LP 10"" w/ CD [Color, Gatefold lim. 100]",SOY FAN DEL DARK,SFdD,Vinyl,"[Color, Gatefold lim. 100]"
"[SOLD OUT] SWITCHED ON SNES ""Secret of Mana"" vinyl LP",SWITCHED ON SNES,Secret of Mana,Vinyl,
"[SOLD OUT] BLITZ ""Second Empire Justice"" vinyl LP (color w/ big poster)",Blitz,Second Empire Justice,Vinyl,(color w/ big poster)
"[SOLD OUT] LAMP OF MURMUUR ""The Burning Spears Of Crimson Agony"" vinyl LP",Lamp of Murmuur,The Burning Spears Of Crimson Agony,Vinyl,
"OUT OF SEASON ""NEDSM Skull"" die-cut patch",?,?,Other,
