description,artist,album,format,extra
"[SOLD OUT] PUTRID MARSH ""Permanent Poison"" vinyl 10"" (lim.200)",Putrid Marsh,Permanent Poison,Vinyl,(lim.200)
"[SOLD OUT] NIGHTBRINGER ""Ego Dominus Tuus"" vinyl 2xLP (gatefold, double LP, color)",Nightbringer,Ego Dominus Tuus,Vinyl,"(gatefold, double LP, color)"
"[SOLD OUT] HEDGE WIZARD ""More True Than Time Thought"" vinyl LP (color, lim. 500)",Hedge Wizard,More True Than Time Thought,Vinyl,"(color, lim. 500)"
"MEDWEGYA ""Medwegyacore/Psychedelic Digression"" vinyl LP (180g)",Medwegya,Medwegyacore/Psychedelic Digression,Vinyl,(180g)
"[SOLD OUT] MUSHROOM VILLAGE / MUSHROOM GRANDPA ""split"" vinyl 10"" (lim.100, numbered, color, 180g)",MUSHROOM VILLAGE / MUSHROOM GRANDPA,split,Vinyl,"(lim.100, numbered, color, 180g)"
"[SOLD OUT] TENEBRIS ""Bedroom Party"" vinyl LP (180g)",TENEBRIS,Bedroom Party,Vinyl,(180g)
"[SOLD OUT] HARITSUKE ""Seppuku..."" はりつけ - 天皇の名で切腹 vinyl LP (180g)",HARITSUKE,Seppuku...,Vinyl,(180g)
"[SOLD OUT] BLOODY KEEP ""Wampyric Countess"" vinyl LP (180g)",BLOODY KEEP,Wampyric Countess,Vinyl,(180g)
"[SOLD OUT] UØNSKET ""Forlatt"" CD (lim.50) [Felvum/Crying Orc]",UØNSKET,Forlatt,CD,(lim.50) [Felvum/Crying Orc]
"[SOLD OUT] BASMU ""Black Sorcery From Within Arcane Caverns"" vinyl LP (color)",BASMU,Black Sorcery From Within Arcane Caverns,Vinyl,(color)
"[SOLD OUT] AVOX ""Desolate Land"" CD (1996 DS reissue)",Avox,Desolate Land,CD,(1996 DS reissue)
"[SOLD OUT] GRIZELDA ""A War Drenched in Fantasy"" CD",Grizelda,A War Drenched In Fantasy,CD,
"[SOLD OUT] OLD NICK ""Flying Ointment"" CD (alt cover, lim.25)",Old Nick,Flying Ointment,CD,"(alt cover, lim.25)"
"[SOLD OUT] OLD NICK ""Witch Lymph"" CD (alt cover, lim.25)",Old Nick,Witch Lymph,CD,"(alt cover, lim.25)"
"[SOLD OUT] WIZARDKEEP ""The Archmage's Descent into Madness"" CD",WIZARDKEEP,The Archmage's Descent into Madness,CD,
"[SOLD OUT] BLOODY KEEP ""Bloody Keep"" CD (DVD case)",BLOODY KEEP,Bloody Keep,CD,(DVD case)
"[SOLD OUT] BLOODY KEEP ""Wampyric Countess"" CD",BLOODY KEEP,Wampyric Countess,CD,
"[SOLD OUT] KËKHT ARÄKH ""Night and Love"" CD (digipak w/ booklet poster) [Felvum]",KËKHT ARÄKH,Night and Love,CD,(digipak w/ booklet poster) [Felvum]
"[SOLD OUT] FELVUM ""Fullmoon Mysticism"" vinyl LP (color, w/ giant poster)",Felvum,Fullmoon Mysticism,Vinyl,"(color, w/ giant poster)"
"[SOLD OUT] SACRILEGE ""Behind The Realms Of Madness"" vinyl 2xLP (color)",Sacrilege,Behind The Realms Of Madness,Vinyl,(color)
"[SOLD OUT] BATHORY ""Twilight of the Gods"" vinyl 2xLP (double LP, official)",Bathory,Twilight of the Gods,Vinyl,"(double LP, official)"
"[SOLD OUT] BATHORY ""Under the Sign of the Black Mark"" vinyl LP (official pressing)",Bathory,Under The Sign Of The Black Mark,Vinyl,(official pressing)
"[SOLD OUT] PAN-AMERIKAN NATIVE FRONT ""Little Turtle's War"" vinyl LP (180g, color)",Pan-Amerikan Native Front,Little Turtle's War,Vinyl,"(180g, color)"
"[SOLD OUT] PAN-AMERIKAN NATIVE FRONT ""Tecumseh's War"" vinyl LP (180g, color)",Pan-Amerikan Native Front,Tecumseh's War,Vinyl,"(180g, color)"
"[SOLD OUT] MOONLIGHT DROWNS ""The Stars Guide the Path"" CD [Digipak]",MOONLIGHT DROWNS,The Stars Guide the Path,CD,[Digipak]
"[SOLD OUT] V/A ""In Mordor Where The Shadows Are"" 3xCD Box Set",V/A,In Mordor Where The Shadows Are,CD,
"[SOLD OUT] LAMP OF MURMUUR ""Submission and Slavery"" CD [Digipak]",Lamp of Murmuur,Submission and Slavery,CD,[Digipak]
"SCRYING GLASS ""Beyond Sight"" vinyl LP (gatefold, color, 180g, lim.300)",Scrying Glass,Beyond Sight,Vinyl,"(gatefold, color, 180g, lim.300)"
"[SOLD OUT] ASTRAL SACRIFICE TO GANYMEDE ""Scattered Celestial Remains"" vinyl LP [Valac]",Astral Sacrifice To Ganymede,Scattered Celestial Remains,Vinyl,[Valac]
"SCEPTRE OF THE FADING DAWN ""Recollections..."" Vinyl LP (lim.300 w/insert)",Sceptre Of The Fading Dawn,Recollections...,Vinyl,(lim.300 w/insert)
"[SOLD OUT] WARLOCK CORPSE ""Возвращение в Подземелья"" vinyl LP (color or black, 180g) [Труп Колдуна]",Warlock Corpse,Возвращение в Подземелья,Vinyl,"(color or black, 180g) [Труп Колдуна]"
"[SOLD OUT] XASTHUR ""To Violate the Oblivious"" vinyl 2xLP (double LP gatefold)",Xasthur,To Violate the Oblivious,Vinyl,(double LP gatefold)
"[SOLD OUT] XASTHUR ""Telepathic With the Deceased"" vinyl 2xLP (double LP gatefold, w/ bonus tracks)",Xasthur,Telepathic With the Deceased,Vinyl,"(double LP gatefold, w/ bonus tracks)"
"[SOLD OUT] MONASTERY ""The Garden of Abandon"" 2xLP vinyl (double LP gatefold, insert, postcard, lim.200)",Monastery,The Garden Of Abandon,Vinyl,"(double LP gatefold, insert, postcard, lim.200)"
"[SOLD OUT] FUGITIVE WIZARD ""Obscuri Æternum"" vinyl LP (180g)",FUGITIVE WIZARD,Obscuri Æternum,Vinyl,(180g)
"GONEMAGE ""Master of Disguist"" vinyl 10"" (color, 180g)",Gonemage,Master of Disguist,Vinyl,"(color, 180g)"
"[SOLD OUT] KLANEN ""Coerced Into Desolate Eternity"" vinyl LP (color, 180g)",Klanen,Coerced Into Desolate Eternity,Vinyl,"(color, 180g)"
"[SOLD OUT] BLIND GUARDIAN ""Nightfall in Middle Earth"" vinyl 2xLP (double LP gatefold)",BLIND GUARDIAN,Nightfall in Middle Earth,Vinyl,(double LP gatefold)
"NOCTURNAL EFFIGY ""Nocturnal Effigy"" vinyl LP (gatefold, black or color)",Nocturnal Effigy,Nocturnal Effigy,Vinyl,"(gatefold, black or color)"
"[SOLD OUT] DEEP GNOME ""Deep Gnome"" Vinyl LP (black, 180g)",Deep Gnome,Deep Gnome,Vinyl,"(black, 180g)"
"FEU DE SAINT-ANTOINE ""Demo"" vinyl LP (color, 180g)",Feu De Saint-Antoine,Demo,Vinyl,"(color, 180g)"
"[SOLD OUT] BOLT THROWER ""The IVth Crusade"" CD (digipak)",Bolt Thrower,The IVth Crusade,CD,(digipak)
"MURGRIND ""The Power of Yourself"" CD (digipak, numbered /300)",Murgrind,The Power of Yourself,CD,"(digipak, numbered /300)"
"[SOLD OUT] NEIGE ET NOIRCEUR ""Vent Fantôme"" vinyl LP",Neige et Noirceur,Vent Fantôme,Vinyl,
"[SOLD OUT] NIGHTBRINGER ""Apocalypse Sun"" vinyl 2xLP (double LP, color, insert)",Nightbringer,Apocalypse Sun,Vinyl,"(double LP, color, insert)"
"[SOLD OUT] MESARTHIM ""CLG J02182–05102"" vinyl LP (color, lim.200)",Mesarthim,CLG J02182-05102,Vinyl,"(color, lim.200)"
"[SOLD OUT] MESARTHIM ""Vacuum Solution"" vinyl LP (color, lim.300)",Mesarthim,Vacuum Solution,Vinyl,"(color, lim.300)"
"[SOLD OUT] MANOWAR ""Fighting the World"" vinyl LP (color - 2 options)",MANOWAR,Fighting the World,Vinyl,(color - 2 options)
"[SOLD OUT] SEVEROTH ""When The Night Falls"" vinyl 2xLP (double LP gatefold, color)",SEVEROTH,When The Night Falls,Vinyl,"(double LP gatefold, color)"
"[SOLD OUT] ANCIENT MASTERY ""Chapter One: Across The Mountains Of The Drämmarskol"" vinyl LP (gatefold, poster, color, lim.199)",ANCIENT MASTERY,Chapter One: Across The Mountains Of The Drämmarskol,Vinyl,"(gatefold, poster, color, lim.199)"
"[SOLD OUT] ANCIENT MASTERY ""The Chosen One"" vinyl LP (color, lim.199)",ANCIENT MASTERY,The Chosen One,Vinyl,"(color, lim.199)"
"[SOLD OUT] CÂN BARDD ""Devoured by the Oak"" Deluxe vinyl 2xLP (double LP gatefold, black, lim. 300, poster, sticker)",CÂN BARDD,Devoured by the Oak,Vinyl,"(double LP gatefold, black, lim. 300, poster, sticker)"
"[SOLD OUT] GALLOWBRAID ""Ashen Eidolon"" Deluxe Vinyl LP (color, lim. 333, gatefold, poster, sticker)",GALLOWBRAID,Ashen Eidolon,Vinyl,"(color, lim. 333, gatefold, poster, sticker)"
"[SOLD OUT] REVENANT MARQUIS ""Polterngeyst"" vinyl LP (lim.300)",Revenant Marquis,Polterngeyst,Vinyl,(lim.300)
"[SOLD OUT] GRAVE PILGRIM ""Grave Pilgrim"" vinyl LP (lim.200)",GRAVE PILGRIM,Grave Pilgrim,Vinyl,(lim.200)
"[SOLD OUT] EARTHSHINE ""My Bones Shall Rest Upon the Mountain"" vinyl LP (color, lim.199)",EARTHSHINE,My Bones Shall Rest Upon the Mountain,Vinyl,"(color, lim.199)"
"[SOLD OUT] LYCIA ""Ionia"" vinyl 2xLP (double LP gatefold, color - 1991 goth reissue, lim. 250)",Lycia,Ionia,Vinyl,"(double LP gatefold, color - 1991 goth reissue, lim. 250)"
"[SOLD OUT] SKYFOREST ""Unity"" vinyl LP (color, lim.199)",SKYFOREST,Unity,Vinyl,"(color, lim.199)"
"[SOLD OUT] SKYFOREST ""A New Dawn"" vinyl LP (color, lim.199)",SKYFOREST,A New Dawn,Vinyl,"(color, lim.199)"
"[SOLD OUT] MUTIILATION ""Remains of a Ruined, Dead, Cursed Soul"" vinyl LP (color, gatefold)",Mutiilation,"Remains of a Ruined, Dead, Cursed Soul",Vinyl,"(color, gatefold)"
"[SOLD OUT] MÜTIILATION ""Vampires of Black Imperial Blood"" vinyl 2xLP (double LP color, gatefold)",MÜTIILATION,Vampires of Black Imperial Blood,Vinyl,"(double LP color, gatefold)"
"[SOLD OUT] BATHORY ""Bathory"" vinyl LP (official pressing)",Bathory,Bathory,Vinyl,(official pressing)
"[SOLD OUT] OBITUARY ""Slowly We Rot"" vinyl LP (color)",Obituary,Slowly We Rot,Vinyl,(color)
"[SOLD OUT] MAYHEM ""Deathcrush"" vinyl LP",Mayhem,Deathcrush,Vinyl,
"[SOLD OUT] MAYHEM ""De Mysteriis Dom Sathanas"" LP (color, gatefold)",Mayhem,De Mysteriis Dom Sathanas,Vinyl,"(color, gatefold)"
"[SOLD OUT] DEPARTURE CHANDELIER ""Antichrist Rise to Power"" vinyl LP (Gatefold)",Departure Chandelier,Antichrist Rise To Power,Vinyl,(Gatefold)
"[SOLD OUT] MUTIILATION ""Black Millenium - Grimly Reborn"" vinyl LP (color, gatefold)",Mutiilation,Black Millenium - Grimly Reborn,Vinyl,"(color, gatefold)"
"[SOLD OUT] DARKTHRONE ""A Blaze in the Northern Sky"" vinyl LP (Blue)",Darkthrone,A Blaze in the Northern Sky,Vinyl,(Blue)
"[SOLD OUT] DARKTHRONE ""Under a Funeral Moon"" vinyl LP",Darkthrone,Under a Funeral Moon,Vinyl,
"[SOLD OUT] BATHORY ""Bathory"" CD",Bathory,Bathory,CD,
"[SOLD OUT] YAOTL MICTLAN ""Guerros de la Tierra de los Muertos"" CD",YAOTL MICTLAN,Guerros de la Tierra de los Muertos,CD,
"[SOLD OUT] SEVEROTH ""When The Night Falls"" CD (digipak, lim.300)",SEVEROTH,When The Night Falls,CD,"(digipak, lim.300)"
"[SOLD OUT] NIGHTBRINGER ""Apocalypse Sun"" CD (digipak)",Nightbringer,Apocalypse Sun,CD,(digipak)
"[SOLD OUT] MURGRIND ""Journey Through the Mountain"" vinyl LP (180g, w/ insert, lim.150)",Murgrind,Journey Through the Mountain,Vinyl,"(180g, w/ insert, lim.150)"
"[SOLD OUT] THANGORODRIM / HARYON ""Under the Reign of a New Power"" vinyl LP (lim.500)",THANGORODRIM / HARYON,Under the Reign of a New Power,Vinyl,(lim.500)
"[SOLD OUT] NEPTUNE TOWERS ""Transmissions From Empire Algol"" CD (w/ slipcase)",Neptune Towers,Transmissions from Empire Algol,CD,(w/ slipcase)
"MOURNFUL MOON ""As Shadows Fall Over Zenithean"" CD (lim.300)",Mournful Moon,As Shadows Fall Over Zenithean,CD,(lim.300)
"MURGRIND ""The Fallen Kingdom"" CD (lim.500)",Murgrind,The Fallen Kingdom,CD,(lim.500)
"[SOLD OUT] REMETE ""The Ancient Silence / Forgotten Aura"" CD (digipak, lim.500)",REMETE,The Ancient Silence / Forgotten Aura,CD,"(digipak, lim.500)"
"[SOLD OUT] DEPARTURE CHANDELIER ""Dripping Papal Blood"" Fan CD",Departure Chandelier,Dripping Papal Blood,CD,
"[SOLD OUT] ANCIENT MASTERY ""The Chosen One"" CD (digipak)",ANCIENT MASTERY,The Chosen One,CD,(digipak)
"FORLORN KINGDOM ""Alpine Black Magick"" vinyl LP (lim.250 w/insert)",Forlorn Kingdom,Alpine Black Magick,Vinyl,(lim.250 w/insert)
"[SOLD OUT] ARCANIST ""Caustic Apparitions"" LP vinyl (lim.300)",Arcanist,Caustic Apparitions,Vinyl,(lim.300)
"[SOLD OUT] MIKEL ""Zelda and Chill"" vinyl LP",MIKEL,Zelda and Chill,Vinyl,
"[SOLD OUT] IXACHITLAN ""Eagle, Quetzal, And Condor"" vinyl LP",Ixachitlan,"Eagle, Quetzal, And Condor",Vinyl,
"[SOLD OUT] SMYRTONOS ""Ludost I Omraza"" vinyl LP",Smyrtonos,Ludost i Omraza,Vinyl,
"[SOLD OUT] ETERNAL TYRANT ""A Dark Dream"" vinyl LP",Eternal Tyrant,A Dark Dream,Vinyl,
"[SOLD OUT] THANGORODRIM ""Prologue"" vinyl 4xLP bundle set (color, lim.200, numbered)",Thangorodrim,Prologue,Vinyl,"(color, lim.200, numbered)"
"THANGORODRIM ""The Darkening of Valinor"" vinyl LP (color or black)",Thangorodrim,The Darkening of Valinor,Vinyl,(color or black)
"THANGORODRIM ""Dagor Bragalloch"" vinyl LP (color or black)",Thangorodrim,Dagor Bragalloch,Vinyl,(color or black)
"THANGORODRIM ""Towers of the Teeth"" vinyl LP (color)",Thangorodrim,Towers of the Teeth,Vinyl,(color)
"THANGORODRIM ""Akallabeth"" vinyl LP (color or black)",Thangorodrim,Akallabeth,Vinyl,(color or black)
"CRIMSON MOON ""Under the Serpentine Spell"" CD (lim.300)",Crimson Moon,Under the Serpentine Spell,CD,(lim.300)
"[SOLD OUT] WULKANAZ ""Kwetwan Jah Dreuzaz"" CD",Wulkanaz,Kwetwan Jah Dreuzaz,CD,
"[SOLD OUT] WULKANAZ ""Paurpura Fraeovibokos"" CD",Wulkanaz,Paurpura Fraeovibokos,CD,
"[SOLD OUT] WULKANAZ ""HaglaNaudizEisaz"" CD",Wulkanaz,HaglaNaudizEisaz,CD,
"[SOLD OUT] PENTAGRAM ""Show 'Em How"" CD [hardcover digibook, lim.999]",Pentagram,Show 'em How,CD,"[hardcover digibook, lim.999]"
"[SOLD OUT] WALLACHIA ""Wallachia"" CD [hardcover digibook, lim.666]",Wallachia,Wallachia,CD,"[hardcover digibook, lim.666]"
"[SOLD OUT] VARATHRON ""His Majesty At The Swamp"" CD [hardcover digibook, lim.999]",Varathron,His Majesty at the Swamp,CD,"[hardcover digibook, lim.999]"
"[SOLD OUT] DEVIL MASTER ""Ecstasies of Never Ending Night"" vinyl LP (color, lim.531, w/ poster)",DEVIL MASTER,Ecstasies of Never Ending Night,Vinyl,"(color, lim.531, w/ poster)"
"[SOLD OUT] NEPTUNE TOWERS ""Caravans To Empire Algol"" CD (w/ slipcase)",Neptune Towers,Caravans to Empire Algol,CD,(w/ slipcase)
"[SOLD OUT] JRR TOLKIEN ""The Hobbit: 1968 BBC Radio Dramatisation"" 5xCD set",JRR TOLKIEN,The Hobbit: 1968 BBC Radio Dramatisation,CD,
"[SOLD OUT] J.R.R. TOLKIEN ""The Hobbit: The Classic BBC TV Jackanory Reading"" 2xCD [double CD jewel case]",J.R.R. TOLKIEN,The Hobbit: The Classic BBC TV Jackanory Reading,CD,[double CD jewel case]
"[SOLD OUT] AZELISASSATH ""Total Desecration of Existence"" vinyl LP (gatefold)",Azelisassath,Total Desecration of Existence,Vinyl,(gatefold)
"[SOLD OUT] CELTIC FROST ""Danse Macabre"" 5xCD Deluxe Box Set (w/ book, badge, poster, patch)",Celtic Frost,Danse Macabre,CD,"(w/ book, badge, poster, patch)"
"HEMLOCK GOBLIN ""Hemlock Goblin"" Vinyl LP (180g, w/insert)",HEMLOCK GOBLIN,Hemlock Goblin,Vinyl,"(180g, w/insert)"
"[SOLD OUT] GRANDMA'S COTTAGE ""Memory Box"" Vinyl LP (color, 180g)",GRANDMA'S COTTAGE,Memory Box,Vinyl,"(color, 180g)"
"[SOLD OUT] MALFET ""Alban Arthan"" vinyl LP (color, w/ insert poster)",Malfet,Alban Arthan,Vinyl,"(color, w/ insert poster)"
"[SOLD OUT] DEVIL MASTER ""Ecstasies of Never Ending Night"" CD",DEVIL MASTER,Ecstasies of Never Ending Night,CD,
"[SOLD OUT] SUMERLANDS ""Sumerlands"" CD [Eternal Champion, Hour of 13]",SUMERLANDS,Sumerlands,CD,"[Eternal Champion, Hour of 13]"
"[SOLD OUT] CANDELABRUM ""Nocturnal Trance"" CD",Candelabrum,Nocturnal Trance,CD,
"SEQUESTERED KEEP ""The Land Beyond Dreams"" vinyl LP (180g, lim.290)",Sequestered Keep,The Land Beyond Dreams,Vinyl,"(180g, lim.290)"
"[SOLD OUT] WINTERSTORM ""Vinterstormener"" vinyl LP (color, lim.240, numbered)",Winterstorm,Vinterstormener,Vinyl,"(color, lim.240, numbered)"
"MONS VENERIS / ORDEM SATÂNICA ""Split"" vinyl LP (lim.250)",MONS VENERIS / ORDEM SATÂNICA,Split,Vinyl,(lim.250)
"[SOLD OUT] MONS VENERIS / BROKEN SPIRIT ""Split"" vinyl LP (lim.150, color)",Mons Veneris / Broken Spirit,Split,Vinyl,"(lim.150, color)"
"[SOLD OUT] MONS VENERIS / SEANCE OF ""Split"" vinyl LP (lim.100, color)",Mons Veneris / Seance Of,Split,Vinyl,"(lim.100, color)"
"[SOLD OUT] RÜNDGARD ""Stronghold of Majestic Ruins"" vinyl LP (color, lim.250)",RÜNDGARD,Stronghold of Majestic Ruins,Vinyl,"(color, lim.250)"
"[SOLD OUT] CALDERUM ""Mystical Fortress of Iberian Lands"" vinyl LP",CALDERUM,Mystical Fortress of Iberian Lands,Vinyl,
"[SOLD OUT] HULDER ""De Oproeping Van Middeleeuwse Duisternis"" vinyl LP [color]",Hulder,De Oproeping Van Middeleeuwse Duisternis,Vinyl,[color]
"[SOLD OUT] TZOMPANTLI ""Tlazcaltiliztli"" vinyl LP [color]",Tzompantli,Tlazcaltiliztli,Vinyl,[color]
"[SOLD OUT] WORM ""Bluenothing"" vinyl LP [foil embossed jacket, color, w/poster]",Worm,Bluenothing,Vinyl,"[foil embossed jacket, color, w/poster]"
"[SOLD OUT] BLOODY KEEP ""Bloody Keep"" vinyl EP (7"", color, lim.200)",BLOODY KEEP,Bloody Keep,Vinyl,"(7"", color, lim.200)"
"[SOLD OUT] MAIDEN HAIR / PORTCULLIS ""Towers Ov Albion"" vinyl LP (foil embossed jacket, 180g)",MAIDEN HAIR / PORTCULLIS,Towers Ov Albion,Vinyl,"(foil embossed jacket, 180g)"
"[SOLD OUT] MALFET ""The Way To Avalon"" vinyl LP (180g)",Malfet,The Way To Avalon,Vinyl,(180g)
"[SOLD OUT] BLOODY KEEP ""Bloody Horror / Cup Of Blood"" vinyl LP (180g)",BLOODY KEEP,Bloody Horror / Cup Of Blood,Vinyl,(180g)
"[SOLD OUT] OLD NICK ""Iam Vampire Castle"" vinyl LP (180g)",Old Nick,Iam Vampire Castle,Vinyl,(180g)
"[SOLD OUT] OLD NICK ""Crisp Winter Dawn of My Night Moon"" vinyl LP (180g)",Old Nick,Crisp Winter Dawn of My Night Moon,Vinyl,(180g)
"VALE MINSTREL ""Warden of the Vale"" vinyl LP (180g)",Vale Minstrel,Warden Of The Vale,Vinyl,(180g)
"[SOLD OUT] HELLOWEEN ""Keeper of the Seven Keys, Part II"" double CD (2xCD jewel case)",HELLOWEEN,"Keeper of the Seven Keys, Part II",CD,(2xCD jewel case)
"[SOLD OUT] CRADLE OF FILTH ""Dusk... And Her Embrace"" CD",Cradle of Filth,Dusk... And Her Embrace,CD,
"[SOLD OUT] UNLEASHED ""Where No Life Dwells"" CD (w/ bonus tracks)",Unleashed,Where No Life Dwells,CD,(w/ bonus tracks)
"[SOLD OUT] DRAGONLAND ""Battle of the Ivory Plains"" CD",DRAGONLAND,Battle of the Ivory Plains,CD,
"[SOLD OUT] IN FLAMES ""Lunar Strain/Subterranean"" CD",In Flames,Lunar Strain/Subterranean,CD,
"[SOLD OUT] DEMONS & WIZARDS ""Touched By the Crimson King"" double CD (2xCD jewel case)",DEMONS & WIZARDS,Touched By the Crimson King,CD,(2xCD jewel case)
"[SOLD OUT] ISENGARD ""Vinterskugge"" CD",Isengard,Vinterskugge,CD,
"[SOLD OUT] GODKILLER ""The Rebirth of the Middle Ages"" CD",Godkiller,The Rebirth of the Middle Ages,CD,
"[SOLD OUT] MOONSORROW ""Back to North"" 5xCD Deluxe foil embossed Box Set",Moonsorrow,Back to North,CD,
"[SOLD OUT] WINTER ETERNAL ""Realm of the Eternal Winter"" double CD (2xCD digipak, lim.500)",Winter Eternal,Realm of the Eternal Winter,CD,"(2xCD digipak, lim.500)"
"[SOLD OUT] LUNAR SPELLS ""Demise of Heaven"" CD (digipak, lim.999)",Lunar Spells,Demise of Heaven,CD,"(digipak, lim.999)"
"HERBSTLETHARGIE ""Melancholie im Blattfall"" CD (digipak, lim.500)",HERBSTLETHARGIE,Melancholie im Blattfall,CD,"(digipak, lim.500)"
"[SOLD OUT] EMINENZ ""Diabolical Warfare"" vinyl LP (color, poster, lim.333)",Eminenz,Diabolical Warfare,Vinyl,"(color, poster, lim.333)"
"[SOLD OUT] COLOSSUS ""Colossus"" vinyl LP (lim.100)",Colossus,Colossus,Vinyl,(lim.100)
"FORBIDDEN TOMB / UPIR ""Split"" vinyl LP (lim.100)",FORBIDDEN TOMB / UPIR,Split,Vinyl,(lim.100)
"[SOLD OUT] PUMPKIN WITCH ""Hovel of the Pumpkin Witch"" vinyl LP (color, lim.300)",PUMPKIN WITCH,Hovel of the Pumpkin Witch,Vinyl,"(color, lim.300)"
"[SOLD OUT] SHIMLA ""Land of the Seven Hills"" CD [lim.150, शिमला]",SHIMLA,Land of the Seven Hills,CD,"[lim.150, शिमला]"
"[SOLD OUT] OLD NICK ""Witch Lymph"" CD [lim.100, DVD case w/ insert]",Old Nick,Witch Lymph,CD,"[lim.100, DVD case w/ insert]"
"[SOLD OUT] LAMP OF MURMUUR ""Cursed Deambulations Of The Nocturnal Entities"" vinyl LP",Lamp of Murmuur,Cursed Deambulations Of The Nocturnal Entities,Vinyl,
"[SOLD OUT] REVENANT MARQUIS / OSSEMENTS ""Aiwass"" split vinyl LP (lim.200)",REVENANT MARQUIS / OSSEMENTS,Aiwass,Vinyl,(lim.200)
"[SOLD OUT] ASGRAUW ""Facade"" vinyl LP (lim.200)",ASGRAUW,Facade,Vinyl,(lim.200)
"[SOLD OUT] OFERWINTRAN ""It Often Befalls Those"" vinyl LP (lim.200)",OFERWINTRAN,It Often Befalls Those,Vinyl,(lim.200)
"[SOLD OUT] LUNGTOUCHER ""The Ninth Incantation"" vinyl LP (lim.300)",LUNGTOUCHER,The Ninth Incantation,Vinyl,(lim.300)
"[SOLD OUT] COUNT VORNOK ""Towards the Black Vaults of Angorn"" vinyl LP (lim.200) [Vegard]",COUNT VORNOK,Towards the Black Vaults of Angorn,Vinyl,(lim.200) [Vegard]
"[SOLD OUT] SOMME ""Prussian Blood"" vinyl LP (color, lim.300) [Coniferous Myst]",SOMME,Prussian Blood,Vinyl,"(color, lim.300) [Coniferous Myst]"
"[SOLD OUT] HULDER ""The Eternal Fanfare"" CD",Hulder,The Eternal Fanfare,CD,
"[SOLD OUT] OBSEQUIAE ""Aria of Vernal Tombs"" CD [foil embossed, digipak]",Obsequiae,Aria of Vernal Tombs,CD,"[foil embossed, digipak]"
"[SOLD OUT] TOMB MOLD ""Planetary Clairvoyance"" vinyl LP [color]",TOMB MOLD,Planetary Clairvoyance,Vinyl,[color]
"[SOLD OUT] WORM ""Foreverglade"" vinyl LP [color, w/ poster]",Worm,Foreverglade,Vinyl,"[color, w/ poster]"
"[SOLD OUT] HULDER ""Godslastering: Hymns Of A Forlorn Peasantry"" vinyl LP [color]",Hulder,Godslastering: Hymns Of A Forlorn Peasantry,Vinyl,[color]
"[SOLD OUT] SKYFOREST ""A New Dawn"" CD",SKYFOREST,A New Dawn,CD,
"[SOLD OUT] WARPED SKULL ""A Feverish Recollection of Battle"" vinyl LP (foil embossed jacket + obi)",Warped Skull,A Feverish Recollection of Battle,Vinyl,(foil embossed jacket + obi)
"[SOLD OUT] GORGUTS ""Considered Dead"" vinyl LP (color, w/insert)",Gorguts,Considered Dead,Vinyl,"(color, w/insert)"
"[SOLD OUT] IMMOLATION ""Dawn of Possession"" vinyl LP (color, w/insert)",Immolation,Dawn Of Possession,Vinyl,"(color, w/insert)"
"DUNGEONTROLL ""Mournful Melodies of Ophior's Grotto"" Vinyl LP (180g pink vinyl w/ poster)",Dungeontroll,Mournful Melodies of Ophior's Grotto,Vinyl,(180g pink vinyl w/ poster)
"[SOLD OUT] ZHOTHAQQUAHNYTH ""Rehearsal at the Church of Saint Toad"" CD (Lim. 100)",ZHOTHAQQUAHNYTH,Rehearsal at the Church of Saint Toad,CD,(Lim. 100)
"[SOLD OUT] ZHOTHAQQUAHNYTH  ""Hail Drugs"" CD (lim. 100)",ZHOTHAQQUAHNYTH,Hail Drugs,CD,(lim. 100)
"[SOLD OUT] ZHOTHAQQUAHNYTH ""Drink Robo Worship The Toad God"" CD (Lim. 100)",ZHOTHAQQUAHNYTH,Drink Robo Worship The Toad God,CD,(Lim. 100)
"[SOLD OUT] ZHOTHAQQUAHNYTH ""Black Synthesizer Doom"" CD (lim. 100)",ZHOTHAQQUAHNYTH,Black Synthesizer Doom,CD,(lim. 100)
"[SOLD OUT] MEGAFOLIVORA ""Tribute To The Prehistoric Ground Sloths"" CD (lim. 100)",MEGAFOLIVORA,Tribute To The Prehistoric Ground Sloths,CD,(lim. 100)
"[SOLD OUT] SPRITZENWIRBEL ""The Cosmic Beyond"" CD (lim. 100)",SPRITZENWIRBEL,The Cosmic Beyond,CD,(lim. 100)
"[SOLD OUT] JUNKIE WITCH ""Trip Under The Melting Stars"" CD (lim. 100)",JUNKIE WITCH,Trip Under The Melting Stars,CD,(lim. 100)
"[SOLD OUT] CORVUS NEBLUS ""Strahd's Possession"" vinyl LP (color, lim.150)",CORVUS NEBLUS,Strahd's Possession,Vinyl,"(color, lim.150)"
"[SOLD OUT] BASMU ""Infernal Circles Of The Sabbat"" vinyl LP (screen-printed cover)",BASMU,Infernal Circles Of The Sabbat,Vinyl,(screen-printed cover)
"[SOLD OUT] BASMU ""The Encircling"" vinyl LP (screen-printed cover)",BASMU,The Encircling,Vinyl,(screen-printed cover)
"VALAC ""Howls Of Infinite Horror"" vinyl LP",Valac,Howls of Infinite Horror,Vinyl,
"[SOLD OUT] ALCEST ""Souvenirs d'Un Autre Monde"" vinyl LP (180g, w/insert)",ALCEST,Souvenirs d'Un Autre Monde,Vinyl,"(180g, w/insert)"
